product_name,description,reference
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Development version of Breeze Network Server allows remote attackers to cause the system to reboot by accessing the configbreeze CGI program.'}]","[{'name': '19981226 Breeze Network Server remote reboot and other bogosity.', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.securityfocus.com/archive/1/11720'}, {'name': 'breeze-remote-reboot(1544)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1544'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'RealSystem G2 server stores the administrator password in cleartext in a world-readable configuration file, which allows local users to gain privileges.'}]","[{'name': 'realsystem-readable-conf-file(1542)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1542'}, {'name': '19981210 RealSystem passwords', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.securityfocus.com/archive/1/11543'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Opera 3.2.1 allows remote attackers to cause a denial of service (application crash) via a URL that contains an extra / in the http:// tag.'}]","[{'name': '19980814 URL exploit to crash Opera Browser', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.securityfocus.com/archive/1/10320'}, {'name': 'opera-slash-crash(1541)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1541'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'NukeNabber allows remote attackers to cause a denial of service by connecting to the NukeNabber port (1080) without sending any data, which causes the CPU usage to rise to 100% from the report.exe program that is executed upon the connection.'}]","[{'tags': ['x_refsource_MISC'], 'url': 'http://www.dynamsol.com/puppet/text/new.txt'}, {'name': '19981107 Re: various *lame* DoS attacks', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://marc.info/?l=bugtraq&m=91063407332594&w=2'}, {'name': '19981105 various *lame* DoS attacks', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.securityfocus.com/archive/1/11131'}, {'name': 'nukenabber-timeout-dos(1540)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1540'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Linux 2.1.132 and earlier allows local users to cause a denial of service (resource exhaustion) by reading a large buffer from a random device (e.g. /dev/urandom), which cannot be interrupted until the read has completed.'}]","[{'name': '19981227 [patch] fix for urandom read(2) not interruptible', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://marc.info/?l=bugtraq&m=91495921611500&w=2'}, {'name': 'linux-random-read-dos(1472)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1472'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'addnetpr in SGI IRIX 6.2 and earlier allows local users to modify arbitrary files and possibly gain root access via a symlink attack on a temporary file.'}]","[{'name': 'irix-addnetpr(1433)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1433'}, {'name': '8560', 'tags': ['vdb-entry', 'x_refsource_OSVDB'], 'url': 'http://www.osvdb.org/8560'}, {'tags': ['x_refsource_MISC'], 'url': 'ftp://patches.sgi.com/support/free/security/advisories/19961203-02-PX'}, {'name': '19970509 Re: Irix: misc', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://marc.info/?l=bugtraq&m=87602167420927&w=2'}, {'name': '330', 'tags': ['vdb-entry', 'x_refsource_BID'], 'url': 'http://www.securityfocus.com/bid/330'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in Analog 3.0 and earlier allows remote attackers to read arbitrary files via the forms interface.'}]","[{'tags': ['x_refsource_CONFIRM'], 'url': 'http://www.statslab.cam.ac.uk/~sret1/analog/security.html'}, {'name': 'analog-remote-file(1410)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1410'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.'}]","[{'name': 'samba-wsmbconf(1406)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1406'}, {'name': '19981119 Vulnerability in Samba on RedHat, Caldera and PHT TurboLinux', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.securityfocus.com/archive/1/11397'}, {'name': 'SA-1998.35', 'tags': ['vendor-advisory', 'x_refsource_CALDERA'], 'url': 'http://www.caldera.com/support/security/advisories/SA-1998.35.txt'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'ICQ 98 beta on Windows NT leaks the internal IP address of a client in the TCP data segment of an ICQ packet instead of the public address (e.g. through NAT), which provides remote attackers with potentially sensitive information about the client or the internal network configuration.'}]","[{'name': '19981111 WARNING: Another ICQ IP address vulnerability', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.securityfocus.com/archive/1/11233'}, {'name': 'icq-ip-info(1398)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1398'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Buffer overflow in nftp FTP client version 1.40 allows remote malicious FTP servers to cause a denial of service, and possibly execute arbitrary commands, via a long response string.'}]","[{'name': '19981117 nftp vulnerability (fwd)', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://marc.info/?l=bugtraq&m=91127951426494&w=2'}, {'name': 'nftp-bo(1397)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1397'}, {'tags': ['x_refsource_CONFIRM'], 'url': 'http://www.ayukov.com/nftp/history.html'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': ""TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target.""}]","[{'name': 'nt-brkill(1383)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1383'}, {'name': '19981005 New Windows Vulnerability', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.securityfocus.com/archive/1/10789'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Buffer overflow in web administration feature of Kolban Webcam32 4.8.3 and earlier allows remote attackers to execute arbitrary commands via a long URL.'}]","[{'name': '19980901 Remote Buffer Overflow in the Kolban Webcam32 Program', 'tags': ['third-party-advisory', 'x_refsource_ISS'], 'url': 'http://xforce.iss.net/alerts/advise7.php'}, {'name': 'webcam32-buffer-overflow(1366)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1366'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'mod_proxy in Apache 1.2.5 and earlier allows remote attackers to cause a denial of service via malformed FTP commands, which causes Apache to dump core.'}]","[{'name': '19980106 Apache security advisory', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://marc.info/?l=bugtraq&m=88413292830649&w=2'}, {'tags': ['x_refsource_CONFIRM'], 'url': 'http://www.apache.org/info/security_bulletin_1.2.5.html'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Office Shortcut Bar (OSB) in Windows 3.51 enables backup and restore permissions, which are inherited by programs such as File Manager that are started from the Shortcut Bar, which could allow local users to read folders for which they do not have permission.'}]","[{'name': 'Q146604', 'tags': ['vendor-advisory', 'x_refsource_MSKB'], 'url': 'http://support.microsoft.com/support/kb/articles/q146/6/04.asp'}, {'name': 'nt-filemgr(562)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/562'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Transarc DCE Distributed File System (DFS) 1.1 for Solaris 2.4 and 2.5 does not properly initialize the grouplist for users who belong to a large number of groups, which could allow those users to gain access to resources that are protected by DFS.'}]","[{'name': 'VB-96.16', 'tags': ['third-party-advisory', 'x_refsource_CERT'], 'url': 'http://www.cert.org/vendor_bulletins/VB-96.16.transarc'}, {'name': 'dfs-login-groups(7154)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7154'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Buffer overflow in Kerberos IV compatibility libraries as used in Kerberos V allows local users to gain root privileges via a long line in a kerberos configuration file, which can be specified via the KRB_CONF environmental variable.'}]","[{'name': '19970429 vulnerabilities in kerberos', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://marc.info/?l=bugtraq&m=87602167420878&w=2'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'cmdtool in OpenWindows 3.0 and XView 3.0 in SunOS 4.1.4 and earlier allows attackers with physical access to the system to display unechoed characters (such as those from password prompts) via the L2/AGAIN key.'}]","[{'name': '1077164', 'tags': ['issue-tracking', 'x_refsource_SUNBUG'], 'url': 'http://sunsolve.sun.com/pub-cgi/retrieve.pl?doc=fpatches%2F100452&zone_32=10045%2A%20'}, {'name': 'sun-cmdtool-echo(7482)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7482'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Sysinstall in FreeBSD 2.2.1 and earlier, when configuring anonymous FTP, creates the ftp user without a password and with /bin/date as the shell, which could allow attackers to gain access to certain system resources.'}]","[{'name': 'FreeBSD-SA-97:03', 'tags': ['vendor-advisory', 'x_refsource_FREEBSD'], 'url': 'ftp://ftp.FreeBSD.org/pub/FreeBSD/CERT/advisories/old/FreeBSD-SA-97:03.sysinstall.asc'}, {'name': '6087', 'tags': ['vdb-entry', 'x_refsource_OSVDB'], 'url': 'http://www.osvdb.org/6087'}, {'name': 'freebsd-sysinstall-ftp-password(7537)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'http://www.iss.net/security_center/static/7537.php'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'rcp on various Linux systems including Red Hat 4.0 allows a ""nobody"" user or other user with UID of 65535 to overwrite arbitrary files, since 65535 is interpreted as -1 by chown and other system calls, which causes the calls to fail to modify the ownership of the file.'}]","[{'name': '19970203 Linux rcp bug', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://marc.info/?l=bugtraq&m=87602167420509&w=2'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in accton in Cray UNICOS 6.1 and 6.0 allows local users to read arbitrary files and modify system accounting configuration.'}]","[{'name': 'B-31', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/b-31.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'A design flaw in the Z-Modem protocol allows the remote sender of a file to execute arbitrary programs on the client, as implemented in rz in the rzsz module of FreeBSD before 2.1.5, and possibly other programs.'}]","[{'name': 'FreeBSD-SA-96:17', 'tags': ['vendor-advisory', 'x_refsource_FREEBSD'], 'url': 'ftp://ftp.FreeBSD.org/pub/FreeBSD/CERT/advisories/old/FreeBSD-SA-96:17.rzsz.asc'}, {'name': 'rzsz-command-execution(7540)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'http://www.iss.net/security_center/static/7540.php'}, {'name': 'G-31', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/g-31.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Unspecified vulnerability in pt_chmod in SCO UNIX 4.2 and earlier allows local users to gain root access.'}]","[{'name': '94:001', 'tags': ['vendor-advisory', 'x_refsource_SCO'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}, {'name': '8797', 'tags': ['vdb-entry', 'x_refsource_OSVDB'], 'url': 'http://www.osvdb.org/8797'}, {'name': 'F-05', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}, {'name': 'sco-pt_chmod(7586)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7586'}, {'name': 'VB-94:01', 'tags': ['third-party-advisory', 'x_refsource_CERT'], 'url': 'http://ftp.cerias.purdue.edu/pub/advisories/cert/cert_bulletins/VB-94:01.sco'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in prwarn in SCO UNIX 4.2 and earlier allows local users to gain root access.'}]","[{'name': '94:001', 'tags': ['vendor-advisory', 'x_refsource_SCO'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}, {'name': 'F-05', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in login in SCO UNIX 4.2 and earlier allows local users to gain root access.'}]","[{'name': '94:001', 'tags': ['vendor-advisory', 'x_refsource_SCO'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}, {'name': 'F-05', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in ""at"" program in SCO UNIX 4.2 and earlier allows local users to gain root access.'}]","[{'name': '94:001', 'tags': ['vendor-advisory', 'x_refsource_SCO'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}, {'name': 'F-05', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-05.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Cisco IOS 9.1 and earlier does not properly handle extended IP access lists when the IP route cache is enabled and the ""established"" keyword is set, which could allow attackers to bypass filters.'}]","[{'name': 'CA-1992-20', 'tags': ['third-party-advisory', 'x_refsource_CERT'], 'url': 'http://www.cert.org/advisories/CA-1992-20.html'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in urestore in Novell UnixWare 1.1 allows local users to gain root privileges.'}]","[{'name': 'F-06', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-06.shtml'}, {'name': '19941209 Novell security advisory on sadc, urestore and the suid_exec feature', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.dataguard.no/bugtraq/1994_4/0676.html'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Certain programs in HP-UX 10.20 do not properly handle large user IDs (UID) or group IDs (GID) over 60000, which could allow local users to gain privileges.'}]","[{'name': 'hp-large-uid-gid(7594)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'http://www.iss.net/security_center/static/7594.php'}, {'name': 'H-91', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/h-91.shtml'}, {'name': 'H-09', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/h-09.shtml'}, {'name': 'HPSBUX9611-041', 'tags': ['vendor-advisory', 'x_refsource_HP'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/h-91.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Sendmail before 8.6.7 allows local users to gain root access via a large value in the debug (-d) command line option.'}]","[{'name': 'CA-1994-12', 'tags': ['third-party-advisory', 'x_refsource_CERT'], 'url': 'http://www.cert.org/advisories/CA-94.12.sendmail.vulnerabilities'}, {'name': '19940315 anyone know details?', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.dataguard.no/bugtraq/1994_1/0042.html'}, {'name': '19940315 Security problem in sendmail versions 8.x.x', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.dataguard.no/bugtraq/1994_1/0048.html'}, {'name': '19940327 sendmail exploit script - resend', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.dataguard.no/bugtraq/1994_1/0078.html'}, {'name': 'sendmail-debug-gain-root(7155)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7155'}, {'name': '19940315 so...', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.dataguard.no/bugtraq/1994_1/0043.html'}, {'name': '19940314 sendmail -d problem (OLD yet still here)', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://www.dataguard.no/bugtraq/1994_1/0040.html'}]"
none,none,none
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in dtlogin and dtsession in HP-UX 10.20 and 10.10 allows local users to bypass authentication and gain privileges.'}]","[{'name': 'H-21', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/h-21.shtml'}, {'name': 'HPSBUX9701-046', 'tags': ['vendor-advisory', 'x_refsource_HP'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/h-21.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in DEC OpenVMS VAX 5.5-2 through 5.0, and OpenVMS AXP 1.0, allows local users to gain system privileges.'}]","[{'name': 'CA-1993-05', 'tags': ['third-party-advisory', 'x_refsource_CERT'], 'url': 'http://www.cert.org/advisories/CA-1993-05.html'}, {'name': 'openvms-local-privilege-elevation(7142)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7142'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Manual page reader (man) in FreeBSD 2.2 and earlier allows local users to gain privileges via a sequence of commands.'}]","[{'name': 'FreeBSD-SA-96:11', 'tags': ['vendor-advisory', 'x_refsource_FREEBSD'], 'url': 'ftp://ftp.FreeBSD.org/pub/FreeBSD/CERT/advisories/old/FreeBSD-SA-96:11.man.asc'}, {'name': 'bsd-man-command-sequence(7348)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7348'}, {'name': 'G-24', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/g-24.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in union file system in FreeBSD 2.2 and earlier, and possibly other operating systems, allows local users to cause a denial of service (system reload) via a series of certain mount_union commands.'}]","[{'name': 'FreeBSD-SA-96:10', 'tags': ['vendor-advisory', 'x_refsource_FREEBSD'], 'url': 'ftp://ftp.FreeBSD.org/pub/FreeBSD/CERT/advisories/old/FreeBSD-SA-96:10.mount_union.asc'}, {'name': 'unionfs-mount-ordering(7429)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'http://www.iss.net/security_center/static/7429.php'}, {'name': 'G-24', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/g-24.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerabilities in DECnet/OSI for OpenVMS before 5.8 on DEC Alpha AXP and VAX/VMS systems allow local users to gain privileges or cause a denial of service.'}]","[{'name': 'F-04', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/f-04.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': ""Passfilt.dll in Windows NT SP2 allows users to create a password that contains the user's name, which could make it easier for an attacker to guess.""}]","[{'name': 'Q247975', 'tags': ['vendor-advisory', 'x_refsource_MSKB'], 'url': 'http://support.microsoft.com/support/kb/articles/Q247/9/75.asp'}, {'name': 'passfilt-fullname(7391)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7391'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Windows NT 4.0 SP4 and earlier allows local users to gain privileges by modifying the symbolic link table in the \\?? object folder using a different case letter (upper or lower) to point to a different device.'}]","[{'name': 'Q222159', 'tags': ['vendor-advisory', 'x_refsource_MSKB'], 'url': 'http://support.microsoft.com/support/kb/articles/q222/1/59.asp'}, {'name': '19990314 AW: [ ALERT ] Case Sensitivity and Symbolic Links', 'tags': ['mailing-list', 'x_refsource_NTBUGTRAQ'], 'url': 'http://marc.info/?l=ntbugtraq&m=92162979530341&w=2'}, {'name': 'nt-symlink-case(7398)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7398'}, {'name': '19990312 [ ALERT ] Case Sensitivity and Symbolic Links', 'tags': ['mailing-list', 'x_refsource_NTBUGTRAQ'], 'url': 'http://marc.info/?l=ntbugtraq&m=92127046701349&w=2'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': '/usr/5bin/su in SunOS 4.1.3 and earlier uses a search path that includes the current working directory (.), which allows local users to gain privileges via Trojan horse programs.'}]","[{'name': 'sun-su-path(7480)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'http://www.iss.net/security_center/static/7480.php'}, {'name': '1121935', 'tags': ['issue-tracking', 'x_refsource_SUNBUG'], 'url': 'http://sunsolve.sun.com/pub-cgi/retrieve.pl?doc=fpatches%2F100630&zone_32=112193%2A%20'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in object server program in SGI IRIX 5.2 through 6.1 allows remote attackers to gain root privileges in certain configurations.'}]","[{'name': '19960101-01-PX', 'tags': ['vendor-advisory', 'x_refsource_SGI'], 'url': 'ftp://patches.sgi.com/support/free/security/advisories/19960101-01-PX'}, {'name': 'irix-object-server(7430)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'http://www.iss.net/security_center/static/7430.php'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Vulnerability in Novell NetWare 3.x and earlier allows local users to gain privileges via packet spoofing.'}]","[{'name': 'netware-packet-spoofing-privileges(7213)', 'tags': ['vdb-entry', 'x_refsource_XF'], 'url': 'http://www.iss.net/security_center/static/7213.php'}, {'name': 'D-01', 'tags': ['third-party-advisory', 'government-resource', 'x_refsource_CIAC'], 'url': 'http://ciac.llnl.gov/ciac/bulletins/d-01.shtml'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'Buffer overflow in ssh 1.2.26 client with Kerberos V enabled could allow remote attackers to cause a denial of service or execute arbitrary commands via a long DNS hostname that is not properly handled during TGT ticket passing.'}]","[{'name': '19981105 security patch for ssh-1.2.26 kerberos code', 'tags': ['mailing-list', 'x_refsource_BUGTRAQ'], 'url': 'http://lists.netspace.org/cgi-bin/wa?A2=ind9811A&L=bugtraq&P=R4814'}, {'name': '4883', 'tags': ['vdb-entry', 'x_refsource_OSVDB'], 'url': 'http://www.osvdb.org/4883'}]"
"[{'product': 'n/a', 'vendor': 'n/a', 'versions': [{'status': 'affected', 'version': 'n/a'}]}]","[{'lang': 'en', 'value': 'The installation of 1ArcServe Backup and Inoculan AV client modules for Exchange create a log file, exchverify.log, which contains usernames and passwords in plaintext.'}]","[{'name': '19981112 exchverify.log', 'tags': ['mailing-list', 'x_refsource_NTBUGTRAQ'], 'url': 'http://marc.info/?l=ntbugtraq&m=91096758513985&w=2'}, {'name': '19981117 Re: exchverify.log - update #1', 'tags': ['mailing-list', 'x_refsource_NTBUGTRAQ'], 'url': 'http://marc.info/?l=ntbugtraq&m=91133714919229&w=2'}]"
